session_id,client_id,visit_date,visit_time,visit_number,utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_model,device_screen_resolution,device_browser,geo_country,geo_city
9057568665728625745.1635167313.1635167313,2108879542.1635167313,2021-10-25,16:08:33,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Windows,,,1600x900,Chrome,Russia,Voronezh
9057576675844437321.1636971848.1636971848,2108881407.1636971849,2021-11-15,13:24:08,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,jpZoxCaowxXvglZVUJyq,mobile,Android,Xiaomi,,360x640,YaBrowser,Russia,Moscow
9057589616565819983.1621891664.1621891664,2108884420.1621891663,2021-05-25,00:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Vivo,,393x876,Chrome,Russia,Saint Petersburg
9057589616565819983.1624799305.1624799305,2108884420.1621891663,2021-06-27,16:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Vivo,,393x876,Chrome,Russia,Saint Petersburg
9057589616565819983.1627677810.1627677810,2108884420.1621891663,2021-07-30,23:00:00,3,kjsLglQLzykiRbcDiGcD,organic,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Vivo,,393x876,Chrome,Russia,Saint Petersburg
9057592605874158814.1632992478.1632992478,2108885116.1632992478,2021-09-30,12:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari,Russia,Moscow
905759615964932454.1635510633.1635510633,210888594.1635510630,2021-10-29,15:30:33,1,jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,320x568,Safari,Russia,Moscow
9057598193630812406.1637193973.1637193973,2108886417.1637193974,2021-11-18,03:06:13,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,BKeImrJuRDZcHiSSTdzm,mobile,Android,Huawei,,360x780,Chrome,Russia,Kolomna
9057603240212136969.1631945737.1631945737,2108887592.1631945737,2021-09-18,09:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,mobile,,Huawei,,360x780,Chrome,Russia,Saint Petersburg
9057603261690588713.1635561003.1635561003,2108887597.1635561001,2021-10-30,05:30:03,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RkpOyeEPgcMBSDuHLQcj,mobile,Android,Xiaomi,,851x393,Chrome,Russia,Saint Petersburg
9057603261690588713.1635628089.1635628089,2108887597.1635561001,2021-10-31,00:08:09,2,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RkpOyeEPgcMBSDuHLQcj,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Saint Petersburg
9057603261690588713.1635771236.1635771236,2108887597.1635561001,2021-11-01,15:53:56,3,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RkpOyeEPgcMBSDuHLQcj,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Saint Petersburg
9057618418630545640.1635930346.1635930346,2108891126.1635930344,2021-11-03,12:05:46,1,BHcvLfOaCWvWTykYqHVe,cpc,,,nSReTmyFtbSjlPrTKoaX,desktop,Windows,,,1920x1200,YaBrowser,Russia,Saint Petersburg
905761892286946122.1624857418.1624857418,210889124.1624857418,2021-06-28,08:00:00,1,klTrhUaShgnjIbaPmqjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x736,Safari (in-app),Russia,Moscow
9057620093667786277.1635925543.1635925543,2108891516.1635925541,2021-11-03,10:45:43,1,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QRSrGMRlRfLHqzjtnKsP,desktop,Macintosh,,,1440x900,Chrome,Russia,(not set)
9057620093667786277.1635960751.1635960751,2108891516.1635925541,2021-11-03,20:32:31,2,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QRSrGMRlRfLHqzjtnKsP,desktop,Macintosh,,,1440x900,Chrome,Russia,(not set)
9057620093667786277.1636022422.1636022422,2108891516.1635925541,2021-11-04,13:40:22,3,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QRSrGMRlRfLHqzjtnKsP,desktop,Macintosh,,,1440x900,Chrome,Russia,(not set)
9057634275654841503.1640969375.1640969375,2108894818.1640969375,2021-12-31,19:49:35,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,320x872,Samsung Internet,Russia,Pyatigorsk
9057634275654841503.1640973857.1640973857,2108894818.1640969375,2021-12-31,21:04:17,2,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,590x736,Samsung Internet,Russia,Nalchik
9057634275654841503.1640976937.1640976937,2108894818.1640969375,2021-12-31,21:55:37,3,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,590x736,Samsung Internet,Russia,Nalchik
9057637234875102002.1628762930.1628762930,2108895507.1628762930,2021-08-12,13:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Moscow
9057637234875102002.1628775391.1628775391,2108895507.1628762930,2021-08-12,16:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Moscow
905764061257838244.1637265059.1637265059,210889629.1637265060,2021-11-18,22:50:59,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x896,Safari,Russia,Saint Petersburg
9057640649373754833.1628415440.1628415440,2108896302.1628415441,2021-08-08,12:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Obninsk
9057641087457059370.1625055786.1625055786,2108896404.1625055786,2021-06-30,15:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari (in-app),Russia,Moscow
9057643406743750988.1629407566.1629407566,2108896944.1629407564,2021-08-20,00:00:00,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,PkybGvWbaqORmxjNunqZ,,desktop,,,,1366x768,Chrome,Russia,Moscow
9057646430405285036.1633965230.1633965230,2108897648.1633965228,2021-10-11,18:00:00,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,,mobile,,Huawei,,360x760,Chrome,Russia,Moscow
9057655243683200146.1638988951.1638988951,2108899700.1638988946,2021-12-08,21:42:31,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Belgorod
905765920971741653.1630329301.1630329301,210890062.1630329301,2021-08-30,16:00:00,1,ISrKoXQCxqqYvAZICvjs,post,ESphyUeLTPINiYALHWrO,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari (in-app),Russia,Saint Petersburg
9057660423415663327.1640893178.1640893178,2108900906.1640893151,2021-12-30,22:39:38,1,TxKUcPpthBDPieTGmVhx,cpc,FTjNLDyTrXaWYgZymFkV,LcGIUNPUAmXtQJaDfFBR,NnplfljjtYPiMnRvogpA,mobile,Android,Tecno,,360x850,Chrome,Russia,Moscow
9057666363339481043.1624940501.1624940501,2108902289.1624940499,2021-06-29,07:00:00,1,hTjLvqNxGggkGnxSCaTm,stories,QEejXfOCtOMFLZqIPApp,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Android Webview,Ukraine,Kyiv
9057680888934130377.1640194762.1640194762,2108905671.1640194761,2021-12-22,20:39:22,1,ZpYIoDJMcFzVoPFsHGJL,banner,zxoiLxhuSIFrCeTLQVWZ,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,375x813,Chrome,Russia,Moscow
9057690488171061142.1625218966.1625218966,2108907906.1625218966,2021-07-02,12:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,JwYIveaHVpeeRZloQCfF,,,desktop,,,,1440x900,Safari,Russia,Saint Petersburg
9057690488171061142.1625218970.1625218970,2108907906.1625218966,2021-07-02,12:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,,,,desktop,,,,1440x900,Safari,Russia,Saint Petersburg
905769588876402182.1632919046.1632919046,210890916.1632919046,2021-09-29,15:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,384x854,Chrome,Russia,(not set)
905769747796654460.1639381372.1639381372,210890953.1639381372,2021-12-13,10:42:52,1,ZpYIoDJMcFzVoPFsHGJL,banner,TmThBvoCcwkCZZUWACYq,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,BQ,,400x854,Chrome,Russia,Volgograd
9057708123318547048.1636987499.1636987499,2108912012.1636987496,2021-11-15,17:44:59,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,COtBsnAzfZyRVtvDlhnW,desktop,Macintosh,,,1440x900,Safari,Russia,Moscow
9057714402554661895.1630915584.1630915584,2108913474.1630915591,2021-09-06,11:00:00,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,PkybGvWbaqORmxjNunqZ,,mobile,,Asus,,320x640,Opera,Russia,Saint Petersburg
9057714402554661895.1638633563.1638633563,2108913474.1630915591,2021-12-04,18:59:23,2,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RrhnkuoaqckNtJpAZDzH,mobile,Android,Asus,,320x640,Opera,Russia,Saint Petersburg
9057715390392020562.1625796179.1625796179,2108913704.1625796178,2021-07-09,05:00:00,1,gDBGzjFKYabGgSPZvrDH,cpm,FTjNLDyTrXaWYgZymFkV,UxrnyMlRBSOhOjytXnMG,,desktop,,,,1366x768,YaBrowser,Russia,Tyumen
9057717950188598917.1621866119.1621866119,2108914300.1621866117,2021-05-24,17:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1536x864,Chrome,Russia,Moscow
9057719333181717796.1635515684.1635515684,2108914622.1635515684,2021-10-29,16:54:44,1,jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x736,Safari,Russia,Sochi
9057724981067147671.1638951320.1638951320,2108915937.1638951319,2021-12-08,11:15:20,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x736,Safari,Russia,Moscow
9057726411277210982.1624905064.1624905064,2108916270.1624905062,2021-06-28,21:00:00,1,hTjLvqNxGggkGnxSCaTm,stories,QEejXfOCtOMFLZqIPApp,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x736,Safari (in-app),Russia,Moscow
9057739798702780985.1637413432.1637413432,2108919387.1637413433,2021-11-20,16:03:52,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
9057742212463170581.1626182679.1626182679,2108919949.1626182677,2021-07-13,16:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,393x873,Chrome,Russia,Moscow
9057750789511206973.1624528957.1624528957,2108921946.1624528957,2021-06-24,13:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,mobile,,Apple,,414x896,Safari,Russia,Saint Petersburg
90577511826996336.1628847216.1628847216,21089220.1628847216,2021-08-13,12:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,desktop,,,,1600x900,Chrome,Russia,Moscow
90577511826996336.1634111571.1634111571,21089220.1628847216,2021-10-13,10:00:00,2,bByPQxmDaMXgpHeypKSM,referral,CdkIkBrvEVomSgvHzYvj,nVzhCFmVaYpYhZVYHRhn,,desktop,,,,1600x900,Chrome,Russia,Moscow
90577511826996336.1636791096.1636791096,21089220.1628847216,2021-11-13,11:11:36,3,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,AOIxUCLuCjwgydJkOLWI,desktop,Windows,,,1600x900,Chrome,Russia,Moscow
90577511826996336.1636805420.1636805420,21089220.1628847216,2021-11-13,15:10:20,4,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,AOIxUCLuCjwgydJkOLWI,desktop,Windows,,,1600x900,Chrome,Russia,Moscow
9057751691470163560.1640353391.1640353391,2108922156.1640353384,2021-12-24,16:43:11,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,320x640,Chrome,Russia,Krasnodar
9057755028651645685.1632246516.1632246516,2108922933.1632246517,2021-09-21,20:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x736,Safari,Russia,(not set)
9057762892745167350.1640649216.1640649216,2108924764.1640649206,2021-12-28,02:53:36,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x867,YaBrowser,Russia,Moscow
9057763871993795611.1636733983.1636733983,2108924992.1636733979,2021-11-12,19:19:43,1,QxAxdyPLuQMEcrdZWdWb,cpc,emlBaVkgLVRqbEVOSSXt,,BHIVroWlaKjxMZThkEBV,mobile,Android,Xiaomi,,360x720,Android Webview,Russia,Moscow
9057772762577031002.1637666652.1637666652,2108927062.1637666650,2021-11-23,14:24:12,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Voronezh
9057782018232409896.1638522670.1638522670,2108929217.1638522664,2021-12-03,12:11:10,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,itel,,360x800,Chrome,Russia,Lipetsk
9057783903710034368.1625504191.1625504191,2108929656.1625504192,2021-07-05,19:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari,Russia,Moscow
9057784273076333750.1624616118.1624616118,2108929742.1624616118,2021-06-25,13:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,desktop,,,,768x1024,Safari,Russia,Saint Petersburg
9057785540094694372.1627624422.1627624422,2108930037.1627624420,2021-07-30,08:00:00,1,iNFgfQPqHPBuvGCYtrQE,cpc,hnthrvdBdqpbZrLTWFSs,,,mobile,,Samsung,,412x915,YaBrowser,Russia,Saint Petersburg
9057792867320659612.1639382687.1639382687,2108931743.1639382684,2021-12-13,11:04:47,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,412x915,Chrome,Russia,Krasnodar
9057792867320659612.1639402846.1639402848,2108931743.1639382684,2021-12-13,16:40:48,2,bByPQxmDaMXgpHeypKSM,referral,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,412x915,Chrome,Russia,Krasnodar
9057795779308216495.1639112879.1639112879,2108932421.1639112879,2021-12-10,08:07:59,1,ZpYIoDJMcFzVoPFsHGJL,banner,TmThBvoCcwkCZZUWACYq,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x786,Chrome,Russia,Perm
9057807062188828437.1640724643.1640724643,2108935048.1640638229,2021-12-28,23:50:43,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,DBLWVjTjVZuzWYWTaDfZ,mobile,Android,Infinix,,360x720,Chrome,Russia,Moscow
905780974831003792.1629218960.1629218960,210893567.1629218960,2021-08-17,19:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x896,Safari,Russia,Moscow
9057812594106358246.1640290791.1640290791,2108936336.1640290790,2021-12-23,23:19:51,1,IZEXUFLARCUMynmHNBGo,blogger_channel,foFTSdUvNqqkPzZvgiqt,DZYjhfIUfdqhfuTNUmjn,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x667,Safari,Russia,Severodvinsk
9057815652122619522.1639833474.1639833474,2108937048.1639837314,2021-12-18,16:17:54,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x873,Chrome,Ukraine,Donetsk
905781627660799289.1623985466.1623985466,210893719.1623985465,2021-06-18,06:00:00,1,QxAxdyPLuQMEcrdZWdWb,cpc,PXQWdUxeUoXfoKzTBGpY,,,mobile,,Samsung,,412x915,Android Webview,Russia,Moscow
9057829013750945949.1624905887.1624905887,2108940159.1624905885,2021-06-28,21:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,tablet,,Samsung,,428x842,Android Webview,Russia,Moscow
9057831268621802844.1637932381.1637932381,2108940684.1637932380,2021-11-26,16:13:01,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
9057837036756013566.1631064575.1631064575,2108942027.1631064574,2021-09-08,04:00:00,1,PlbkrSYoHuZBWfYjYnfw,cpm,FTjNLDyTrXaWYgZymFkV,TuyPWsGQruPMpKvRxeBF,,desktop,,,,2560x1080,Chrome,Russia,Moscow
9057840803451689942.1640422359.1640422359,2108942904.1640422358,2021-12-25,11:52:39,1,ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,360x800,Chrome,Russia,Moscow
9057847044031406988.1632658320.1632658320,2108944357.1632658316,2021-09-26,15:00:00,1,RmEBuqrriAfAVsLQQmhk,cpc,KgicpPxiEQfzPlPwQZJq,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,360x760,Chrome,Russia,Gatchina
9057858494414789792.1633229984.1633229984,2108947023.1633229984,2021-10-03,05:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,393x873,Chrome,Russia,Krasnodar
9057858494414789792.1638628378.1638628378,2108947023.1633229984,2021-12-04,17:32:58,2,ZpYIoDJMcFzVoPFsHGJL,banner,TmThBvoCcwkCZZUWACYq,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x873,Chrome,Russia,Krasnodar
9057867694234187495.1632679655.1632679655,2108949165.1632679655,2021-09-26,21:00:00,1,RmEBuqrriAfAVsLQQmhk,cpc,bgTYkDHjOsJzMUtoGhiQ,JNHcPlZPxEMWDnRiyoBf,,mobile,,Sony,,360x640,Chrome,Russia,Moscow
9057874510351444065.1636837474.1636837474,2108950752.1636837473,2021-11-14,00:04:34,1,kjsLglQLzykiRbcDiGcD,cpc,UjApcvnaHtkydRkrLYuv,JNHcPlZPxEMWDnRiyoBf,tzIeQUUHahhBuEkJqDVp,tablet,Android,Samsung,,320x872,Samsung Internet,Russia,Moscow
9057877426619255415.1621854840.1621854846,2108951431.1621854839,2021-05-24,14:00:00,1,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1680x1050,Chrome,Russia,Reutov
9057878195430182740.1633636009.1633636009,2108951610.1633636180,2021-10-07,22:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x892,Chrome,Russia,Syktyvkar
9057882997207855275.1637871801.1637871801,2108952728.1637871787,2021-11-25,23:23:21,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,jpZoxCaowxXvglZVUJyq,mobile,Android,Xiaomi,,360x760,Chrome,Russia,Moscow
9057883048746132585.1636541545.1636541545,2108952740.1636541545,2021-11-10,13:52:25,1,BHcvLfOaCWvWTykYqHVe,cpc,,,yanmcYQNpOUjhHarlENh,desktop,Macintosh,,,2048x1152,Safari,Russia,Moscow
9057886673696986139.1634997276.1634997276,2108953584.1634997275,2021-10-23,16:54:36,1,BHcvLfOaCWvWTykYqHVe,cpc,,,mpFygdnCzMsVlLWOpHBn,tablet,iOS,Apple,,768x1024,YaBrowser,Russia,Naro-Fominsk
9057886673696986139.1634997526.1634997526,2108953584.1634997275,2021-10-23,16:58:46,2,aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,tablet,iOS,Apple,,768x1024,YaBrowser,Russia,Naro-Fominsk
9057886673696986139.1634997564.1634997564,2108953584.1634997275,2021-10-23,16:59:24,3,BHcvLfOaCWvWTykYqHVe,cpc,,,mpFygdnCzMsVlLWOpHBn,tablet,iOS,Apple,,768x1024,YaBrowser,Russia,Naro-Fominsk
9057894975870153487.1636381456.1636381456,2108955517.1636381455,2021-11-08,17:24:16,1,BHcvLfOaCWvWTykYqHVe,cpc,,,XEayFbemrPYbxFeNbxif,desktop,Macintosh,,,1280x800,Safari,Russia,Saint Petersburg
9057894975870153487.1636464147.1636464147,2108955517.1636381455,2021-11-09,16:22:27,2,BHcvLfOaCWvWTykYqHVe,cpc,,,XEayFbemrPYbxFeNbxif,desktop,Macintosh,,,1280x800,Safari,Russia,Saint Petersburg
905789822473455681.1639041096.1639041099,210895627.1639041089,2021-12-09,12:11:39,1,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Macintosh,,,1440x900,Safari,Australia,Sydney
9057904682484471998.1624611010.1624611010,2108957777.1624611006,2021-06-25,11:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1624611037.1624611037,2108957777.1624611006,2021-06-25,11:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,JwYIveaHVpeeRZloQCfF,,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1624611040.1624611040,2108957777.1624611006,2021-06-25,11:00:00,3,kjsLglQLzykiRbcDiGcD,cpc,,,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1630314141.1630314141,2108957777.1624611006,2021-08-30,12:00:00,4,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,PkybGvWbaqORmxjNunqZ,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1633254014.1633254014,2108957777.1624611006,2021-10-03,12:00:00,5,kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1633254019.1633254019,2108957777.1624611006,2021-10-03,12:00:00,6,kjsLglQLzykiRbcDiGcD,cpc,,,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1633328648.1633328648,2108957777.1624611006,2021-10-04,09:00:00,7,kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,,,desktop,,,,1280x800,Safari,Russia,Protvino
9057904682484471998.1634461849.1634461849,2108957777.1624611006,2021-10-17,12:00:00,8,kjsLglQLzykiRbcDiGcD,cpc,CdkIkBrvEVomSgvHzYvj,nVzhCFmVaYpYhZVYHRhn,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1634461860.1634461860,2108957777.1624611006,2021-10-17,12:00:00,9,kjsLglQLzykiRbcDiGcD,cpc,,,,desktop,,,,2048x1152,Safari,Russia,Protvino
9057904682484471998.1636792033.1636792033,2108957777.1624611006,2021-11-13,11:27:13,10,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,COtBsnAzfZyRVtvDlhnW,desktop,Macintosh,,,2048x1152,Safari,Russia,Protvino
9057906787034511937.1640675907.1640675907,2108958267.1640675905,2021-12-28,10:18:27,1,ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,360x732,Chrome,Russia,Moscow
